topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,issue_id
0.7383690739092124,6.246096189882453e-05,6.246096189882453e-05,6.246096189882453e-05,6.246096189882453e-05,6.246096189882453e-05,0.09093655989134752,0.17025713946614843,6.246096189882453e-05,6.246096189882453e-05,MAPREDUCE-7173
0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.0012345679012346292,0.9888888888888884,MAPREDUCE-6785
0.0002493765586035236,0.0002493765586035236,0.0002493765586035236,0.0002493765586035236,0.0002493765586035236,0.9977556109725684,0.0002493765586035236,0.0002493765586035236,0.0002493765586035236,0.0002493765586035236,MAPREDUCE-7169
0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.00036900369003696774,0.9966789667896673,MAPREDUCE-7153
0.0001490312965723077,0.0001490312965723077,0.0001490312965723077,0.0001490312965723077,0.998658718330849,0.0001490312965723077,0.0001490312965723077,0.0001490312965723077,0.0001490312965723077,0.0001490312965723077,MAPREDUCE-7148
0.1528467382957413,0.6957646425569464,0.00031152647975082133,0.00031152647975082133,0.00031152647975082133,0.00031152647975082133,0.00031152647975082133,0.00031152647975082133,0.00031152647975082133,0.14920793378905672,MAPREDUCE-7141
0.11452789451634017,0.00015600624024963137,0.00015600624024963137,0.00015600624024963137,0.44949599697093584,0.00015600624024963137,0.00015600624024963137,0.4348840648309763,0.00015600624024963137,0.00015600624024963137,MAPREDUCE-7127
0.3274820242560955,0.3735046086602285,0.00038314176245215456,0.00038314176245215456,0.00038314176245215456,0.2963313747465108,0.00038314176245215456,0.00038314176245215456,0.00038314176245215456,0.00038314176245215456,MAPREDUCE-7121
0.00013315579227698803,0.00013315579227698803,0.00013315579227698803,0.00013315579227698803,0.6646336368693857,0.12892454724397323,0.00013315579227698803,0.00013315579227698803,0.00013315579227698803,0.20550972534070217,MAPREDUCE-7110
0.0008264462809918881,0.0008264462809918881,0.10035369769507757,0.0008264462809918881,0.0008264462809918881,0.0008264462809918881,0.0008264462809918881,0.8930347320569875,0.0008264462809918881,0.0008264462809918881,MAPREDUCE-7097
0.15568031696190218,0.0937746810420184,7.686395080708863e-05,7.686395080708863e-05,0.27250683155438366,7.686395080708863e-05,0.34076695727182477,0.13688689341583574,7.686395080708863e-05,7.686395080708863e-05,MAPREDUCE-7065
